-0.0409999	-0.213865	1.264	6
-0.0387837	-0.213865	1.26444	6
0.1776	-0.22114	1.307	5
0.179891	-0.22114	1.306	5
0.182183	-0.22114	1.306	5
0.184474	-0.22114	1.307	5
0.18748	-0.221986	1.31175	5
0.189781	-0.221986	1.312	5
0.192081	-0.221986	1.312	5
-0.0432162	-0.211648	1.2629	6
-0.0409999	-0.211648	1.2625	6
-0.0387837	-0.211648	1.263	6
-0.0365675	-0.211648	1.264	6
-0.0343513	-0.211648	1.264	6
-0.0321351	-0.211648	1.264	6
-0.0300136	-0.212318	1.26457	6
0.173016	-0.218848	1.3065	5
0.175308	-0.218848	1.3065	5
0.1776	-0.218848	1.307	5
0.179891	-0.218848	1.306	5
0.182183	-0.218848	1.306	5
0.184474	-0.218848	1.307	5
0.18748	-0.219686	1.31175	5
0.189781	-0.219686	1.312	5
0.192081	-0.219686	1.312	5
0.195122	-0.220523	1.31925	5
0.197431	-0.220523	1.3195	5
-0.0473093	-0.207941	1.2572	6
-0.0451089	-0.207941	1.2572	6
-0.0430452	-0.208604	1.2588	6
-0.0408378	-0.208604	1.2588	6
-0.0386303	-0.208604	1.2588	6
-0.0364229	-0.208604	1.259	6
-0.0342154	-0.208604	1.259	6
-0.0321351	-0.209432	1.26075	6
-0.0298005	-0.208604	1.259	6
-0.0275931	-0.208604	1.257	6
-0.0253856	-0.208604	1.25668	6
0.171378	-0.217385	1.311	5
0.173016	-0.216557	1.3065	5
0.175308	-0.216557	1.3065	5
0.1776	-0.216557	1.3075	5
0.179891	-0.216557	1.307	5
0.182183	-0.216557	1.307	5
0.18518	-0.217385	1.31025	5
0.18748	-0.217385	1.3115	5
0.189781	-0.217385	1.31175	5
0.192081	-0.217385	1.31175	5
0.194382	-0.217385	1.31475	5
0.196682	-0.217385	1.31475	5
0.198982	-0.217385	1.31475	5
-0.0493125	-0.204921	1.252	6
-0.0471208	-0.204921	1.253	6
-0.0451089	-0.205741	1.255	6
-0.0429084	-0.205741	1.2552	6
-0.040708	-0.205741	1.2552	6
-0.0385076	-0.205741	1.257	6
-0.0364229	-0.206396	1.2588	6
-0.0342154	-0.206396	1.2588	6
-0.032008	-0.206396	1.25925	6
-0.0298005	-0.206396	1.2584	6
-0.0275931	-0.206396	1.2568	6
-0.0253856	-0.206396	1.2568	6
-0.0231782	-0.206396	1.2574	6
-0.0209707	-0.206396	1.2574	6
0.171378	-0.215085	1.311	5
0.173016	-0.214265	1.307	5
0.175308	-0.214265	1.307	5
0.1776	-0.214265	1.307	5
0.179891	-0.214265	1.307	5
0.182183	-0.214265	1.307	5
0.184474	-0.214265	1.307	5
0.186766	-0.214265	1.307	5
0.189058	-0.214265	1.307	5
0.191349	-0.214265	1.307	5
0.193641	-0.214265	1.31025	5
0.195932	-0.214265	1.31075	5
0.198982	-0.215085	1.31275	5
0.201283	-0.215085	1.315	5
-0.0536958	-0.202729	1.25	6
-0.0515042	-0.202729	1.25	6
-0.0493125	-0.202729	1.25	6
-0.0471208	-0.202729	1.25	6
-0.0449292	-0.202729	1.25025	6
-0.0429084	-0.20354	1.25475	6
-0.040708	-0.20354	1.255	6
-0.0385076	-0.20354	1.255	6
-0.0363071	-0.20354	1.255	6
-0.0341067	-0.20354	1.255	6
-0.032008	-0.204189	1.2576	6
-0.0297058	-0.20354	1.255	6
-0.0275054	-0.20354	1.255	6
-0.025305	-0.20354	1.2545	6
-0.0231045	-0.20354	1.25425	6
-0.0209041	-0.20354	1.25425	6
-0.0187037	-0.20354	1.2525	6
-0.0165033	-0.20354	1.2525	6
-0.0143028	-0.20354	1.255	6
0.169077	-0.212785	1.312	5
0.171378	-0.212785	1.3115	5
0.173016	-0.211974	1.307	5
0.175308	-0.211974	1.307	5
0.1776	-0.211974	1.307	5
0.179891	-0.211974	1.307	5
0.182183	-0.211974	1.3065	5
0.184474	-0.211974	1.3065	5
0.186766	-0.211974	1.304	5
0.188334	-0.211163	1.302	5
0.190617	-0.211163	1.302	5
0.1929	-0.211163	1.3055	5
0.195183	-0.211163	1.30625	5
0.198224	-0.211974	1.30775	5
0.200516	-0.211974	1.3105	5
0.202807	-0.211974	1.31125	5
0.205099	-0.211974	1.31125	5
-0.0558875	-0.200537	1.24686	6
-0.0536958	-0.200537	1.24725	6
-0.0515042	-0.200537	1.25	6
-0.0493125	-0.200537	1.25	6
-0.0471208	-0.200537	1.25	6
-0.0449292	-0.200537	1.25	6
-0.0427375	-0.200537	1.25	6
-0.0405458	-0.200537	1.25025	6
-0.0383542	-0.200537	1.25025	6
-0.0361625	-0.200537	1.2505	6
-0.0339708	-0.200537	1.2505	6
-0.0319063	-0.20134	1.2525	6
-0.0295875	-0.200537	1.25025	6
-0.0273958	-0.200537	1.25	6
-0.0252042	-0.200537	1.25	6
-0.0230125	-0.200537	1.25	6
-0.0208208	-0.200537	1.25	6
-0.0186292	-0.200537	1.25	6
-0.0164375	-0.200537	1.25	6
-0.0143028	-0.20134	1.25125	6
-0.0121024	-0.20134	1.252	6
-0.0098625	-0.200537	1.25167	6
-0.00883066	-0.230859	1.439	0
0.169077	-0.210484	1.311	5
0.170725	-0.209682	1.30725	5
0.173016	-0.209682	1.3055	5
0.175308	-0.209682	1.3055	5
0.1776	-0.209682	1.3065	5
0.179891	-0.209682	1.30275	5
0.181486	-0.20888	1.302	5
0.183769	-0.20888	1.302	5
0.186051	-0.20888	1.302	5
0.188334	-0.20888	1.302	5
0.190617	-0.20888	1.302	5
0.1929	-0.20888	1.30475	5
0.195183	-0.20888	1.30475	5
